f_id,nbhd,host,cap,inst,pwr
F01728,bed-stuy, CORNER DELI ,"1,087",20200612,GRID
F01068,Bed-Stuy,green grocer,311,20200219,solar
F01251,harlem,corner deli,99,20190809,Solar
F00051,jackson hts,The Bakery,"1,673",20220903,Solar
F02876,crown hts,Community Garden,862,20240403,SOLAR
F04156,Crown Heights,Green Grocer,750,20220205,Solar
F04055,Flatbush,Mutual Aid NYC,898,20201017,Solar
F01064,flatbush ,bodega grande,"1,835",20240511,generator
F04312,Jackson Heights,st. marks church,73,20200801,solar
F03336,Sunset Park,Mutual Aid NYC,"1,620",20211009,generator
F04249,mott haven,community garden,,20211016,solar
F02937, Bushwick ,Community Garden,647,20210914,generator
F00815, Bushwick ,community garden,543,20211025,Grid
F04414,Bushwick,the bakery,64,20211223,GRID
F04864,Harlem,mutual aid nyc,"1,663",20220505,Solar
F00910,Flatbush,Community Garden,325,20191109,Generator
F00451,Harlem, CORNER DELI ,894,20240209,Grid
F04139,bed-stuy,bodega grande,"1,911",20220718,generator
F02123,Flatbush, CORNER DELI ,926,20220618,generator
F01235,jackson hts,mutual aid nyc,745,20230417,Generator
F00993,sunset park, CORNER DELI ,"1,498",20210302,grid
F02532,Sunset Park,,"1,781",20180515,Solar
F01498,flatbush ,mutual aid nyc,839,20200725,grid
F01858,bushwick,green grocer,"1,058",20230821,Grid
F04801,Bushwick,corner deli,753,20210418,SOLAR
F00955,harlem,Green Grocer,"1,530",20210425,Generator
F03086,flatbush ,Green Grocer,660,20211121,solar
F04776,mott haven, CORNER DELI ,"1,274",20180402,GRID
F01595,Harlem,bodega grande,267,20241210,Generator
F02833,Bedford-Stuyvesant,Community Garden,"1,696",20220524,GRID
F00995, Bushwick ,Community Garden,437,20230111,SOLAR
F00759, Bushwick ,The Bakery,483,20210808,Generator
F00254,Bed-Stuy,Green Grocer,653,20230621,generator
F02912,Mott Haven,St. Marks Church,"1,250",20180801,Grid
F03264,Mott Haven,community garden,"1,575",20200225,Generator
F01596,Mott Haven,Community Garden,"1,251",20190405,Grid
F00635,ridgewood,the bakery,878,20180419,SOLAR
F04231, Bushwick ,Community Garden,"1,702",20190303,generator
F01215,crown hts,Community Garden,"1,520",20230724,generator
F01670,Sunset Park,St. Marks Church,945,20180824,Grid
F03956, Bushwick ,corner deli,"1,211",20210508,SOLAR
F01640,Mott Haven,corner deli,"1,018",20230101,Solar
F01213,Bed-Stuy, CORNER DELI ,"1,279",20240226,Grid
F02684,Flatbush,Corner Deli,"1,327",20190510,generator
F03273,Ridgewood,Green Grocer,797,20191014,Grid
F04455,Crown Heights,bodega grande,"1,475",20220901,SOLAR
F02393,Harlem,Mutual Aid NYC,134,20181121,grid
F02451,Crown Heights,Community Garden,"1,666",20190518,Generator
F03673,Harlem,Community Garden,"1,722",20230125,generator
F03184,harlem,the bakery,"1,204",20240325,solar
F01980,Bushwick,Community Garden,725,20180904,Grid
F00822,Bed-Stuy,St. Marks Church,484,20180916,Generator
F00852,Crown Heights,st. marks church,"1,084",20190810,SOLAR
F03678,crown hts,green grocer,"1,172",20221207,generator
F02257,bushwick,the bakery,"1,780",20190603,grid
F03816, Bushwick ,mutual aid nyc,139,20190419,GRID
F00495,bed-stuy,The Bakery,"1,722",20230402,GRID
F02724,bushwick,Green Grocer,776,20211018,Generator
F00712,Bed-Stuy,st. marks church,"1,144",20240703,SOLAR
F02501,Mott Haven,Community Garden,"1,459",20220920,SOLAR
F00840,jackson hts,,"1,307",20201105,GRID
F02749,Sunset Park,Corner Deli,424,20200418,generator
F00303,harlem,community garden,"1,017",20240327,Grid
F01591,Bushwick,mutual aid nyc,"1,705",20230725,solar
F04130,flatbush ,Mutual Aid NYC,176,20201021,Generator
F02465,sunset park,Mutual Aid NYC,"1,978",20240807,SOLAR
F04057, Bushwick ,St. Marks Church,"1,657",20221214,solar
F00369,Bushwick, CORNER DELI ,"1,864",20220616,Solar
F02507,Mott Haven,st. marks church,"1,992",20200522,Grid
F03872,flatbush ,,"1,821",20241209,Generator
F03453,Ridgewood,Green Grocer,"1,059",20190918,SOLAR
F02593,Harlem,Corner Deli,789,20180819,Generator
F04382,bushwick,Community Garden,890,20221019,generator
F02791,flatbush ,St. Marks Church,657,20200305,Grid
F02138,Crown Heights,st. marks church,999999,20230421,GRID
F00918,bed-stuy,Community Garden,"1,286",20180618,generator
F01715, Bushwick ,mutual aid nyc,539,20210126,generator
F04296,Crown Heights,Green Grocer,"1,639",20210807,grid
F03279,Crown Heights,mutual aid nyc,"1,110",20200428,grid
F03117,bushwick, CORNER DELI ,"1,699",20180823,Generator
F02918,Crown Heights,green grocer,"1,820",20181109,Grid
F01716, Bushwick ,,630,20230318,Solar
F04078,Bedford-Stuyvesant,corner deli,293,20241122,GRID
F00188,Ridgewood,community garden,651,20210612,Grid
F04805,harlem,Mutual Aid NYC,"1,719",20230410,Grid
F01654,Bushwick,Mutual Aid NYC,"1,284",20210422,Solar
F04291,Bushwick,green grocer,277,20200320,generator
F02461,flatbush , CORNER DELI ,"1,151",20180403,SOLAR
F02387,Jackson Heights,,830,20230515,solar
F02181,mott haven,st. marks church,258,20211209,solar
F01317,Bed-Stuy,Corner Deli,"1,749",20240127,generator
F00226,Bed-Stuy, CORNER DELI ,228,20200517,Solar
F04062,flatbush ,St. Marks Church,"1,717",20220819,GRID
F02615, Bushwick ,bodega grande,"1,835",20211220,grid
F04599,ridgewood, CORNER DELI ,"1,538",20180807,Generator
F00697,ridgewood,bodega grande,267,20180805,Generator
F04402,Harlem,Community Garden,"1,518",20210214,generator
F02671,Sunset Park,Community Garden,"1,649",20181101,solar
F02585,bed-stuy,Community Garden,"1,816",20210619,generator
F04086,Flatbush,bodega grande,"1,969",20211107,Grid
F04482, Bushwick ,The Bakery,"1,668",20211003,Solar
F04438,flatbush ,the bakery,"1,523",20231012,GRID
F00397,Crown Heights,Bodega Grande,"1,213",20180915,grid
F03561,Bed-Stuy,Community Garden,,20231224,GRID
F04317,Bed-Stuy,Community Garden,"1,887",20181211,Grid
F02648,ridgewood,The Bakery,"1,277",20180122,Grid
F03369,bushwick,bodega grande,562,20230901,solar
F01455,Harlem,the bakery,"1,621",20200708,solar
F01517,jackson hts,st. marks church,917,20180507,Generator
F02162,harlem,Corner Deli,830,20210322,Grid
F02127,flatbush ,the bakery,-30,20240519,solar
F03433, Bushwick ,corner deli,"1,743",20210523,Solar
F02556,jackson hts,Community Garden,593,20190806,Grid
F02392,jackson hts,Bodega Grande,996,20220420,Generator
F01667,Bedford-Stuyvesant,bodega grande,"1,272",20181104,Solar
F03049,Crown Heights,st. marks church,708,20220723,SOLAR
F03777,crown hts,Bodega Grande,126,20200909,GRID
F00012,bed-stuy,Corner Deli,515,20180510,generator
F03617,harlem,Green Grocer,"1,201",20200419,grid
F03010,Mott Haven,corner deli,"1,663",20210516,Generator
F02074,harlem,green grocer,815,20180918,grid
F03076,Flatbush,the bakery,477,20240601,SOLAR
F03950,ridgewood,the bakery,784,20231008,Grid
F04126,Ridgewood,Bodega Grande,,20180124,Generator
F03026,ridgewood,bodega grande,"1,678",20180614,grid
F00809,bed-stuy,Bodega Grande,940,20240923,solar
F02493,crown hts,Community Garden,793,20200227,Grid
F02613,mott haven,Mutual Aid NYC,"1,191",20220311,solar
F03776,jackson hts,corner deli,"1,486",20200727,grid
F00094,Ridgewood,corner deli,679,20180214,GRID
F03263,Bed-Stuy,Green Grocer,143,20240127,Solar
F00915,bed-stuy,green grocer,"1,512",20230316,generator
F00009,Jackson Heights,Corner Deli,"1,223",20241112,SOLAR
F00154,bed-stuy,the bakery,552,20220812,solar
F00740,Sunset Park,mutual aid nyc,"1,765",20230404,grid
F01742,sunset park,corner deli,856,20200509,generator
F02167,crown hts,corner deli,487,20220106,GRID
F03354,Bedford-Stuyvesant,,554,20230101,Solar
F00653,Crown Heights,Mutual Aid NYC,"1,331",20201118,Generator
F02315,jackson hts,st. marks church,369,20201217,solar
F00273,ridgewood, CORNER DELI ,-30,20220223,Grid
F01249,Mott Haven,,"1,779",20220517,Solar
F03815,Bed-Stuy,st. marks church,"1,195",20200822,Grid
F02388,bushwick,Corner Deli,982,20190407,solar
F00567,Sunset Park,St. Marks Church,941,20240307,grid
F03000,Mott Haven,The Bakery,"1,689",20230401,solar
F00592,Ridgewood,Bodega Grande,"1,748",20180405,Solar
F01744,bed-stuy,corner deli,935,20221221,GRID
F02348,ridgewood,mutual aid nyc,"1,691",20200926,Generator
F02773,Flatbush,Green Grocer,878,20240124,Solar
F00853,Harlem, CORNER DELI ,562,20190728,generator
F03703,Bushwick,St. Marks Church,"1,427",20220714,solar
F01014,jackson hts,Bodega Grande,"1,276",20180611,GRID
F03431,Bedford-Stuyvesant,mutual aid nyc,"1,806",20180710,Generator
F02836,Jackson Heights,The Bakery,"1,637",20180807,solar
F02596,Bushwick, CORNER DELI ,"1,003",20190508,Generator
F01761,sunset park,Bodega Grande,142,20190220,generator
F00503,Flatbush,Community Garden,"1,477",20181222,generator
F01702,sunset park,bodega grande,895,20190909,GRID
F04324,Bushwick,green grocer,"1,697",20231017,Grid
F03265,mott haven,Mutual Aid NYC,"1,199",20191012,SOLAR
F02427,Flatbush,Corner Deli,"1,271",20220504,generator
F00964,Harlem,Corner Deli,933,20210504,solar
F04360,Bushwick,st. marks church,698,20240403,SOLAR
F02050,harlem, CORNER DELI ,"1,730",20200308,Solar
F04617,bed-stuy,,-30,20221116,Solar
F02262,sunset park,Corner Deli,"1,668",20220811,grid
F03099,Sunset Park,St. Marks Church,"1,947",20190404,Solar
F01052,Ridgewood,mutual aid nyc,"1,621",20211025,GRID
F01973,crown hts,Green Grocer,"1,088",20210802,GRID
F04209,flatbush ,St. Marks Church,"1,782",20220713,Solar
F02953,Ridgewood,Mutual Aid NYC,878,20240418,GRID
F02699,harlem, CORNER DELI ,"1,914",20191003,generator
F00736,Jackson Heights,st. marks church,"1,288",20180927,SOLAR
F04247, Bushwick ,Green Grocer,"1,273",20190922,grid
F00764,flatbush ,Mutual Aid NYC,307,20210121,solar
F04074,Bed-Stuy,mutual aid nyc,949,20210404,solar
F00334, Bushwick ,bodega grande,450,20230601,generator
F02033,crown hts,Green Grocer,84,20240222,generator
F03282,Jackson Heights,mutual aid nyc,558,20201121,generator
F01987,bushwick,corner deli,322,20180820,solar
F04668,Bedford-Stuyvesant,bodega grande,"1,180",20181210,Grid
F04186,Sunset Park,green grocer,"1,538",20210313,Grid
F02571,Flatbush,Mutual Aid NYC,"1,071",20200204,Solar
F04790,Bedford-Stuyvesant,community garden,224,20220419,GRID
F03323,Crown Heights,Green Grocer,898,20220805,Generator
F01189,bushwick,community garden,"1,581",20230607,GRID
F02800,Bedford-Stuyvesant,Green Grocer,854,20210809,solar
F00777,jackson hts,Mutual Aid NYC,136,20240808,Grid
F01672,Bedford-Stuyvesant,the bakery,"1,483",20220421,grid
F03095,ridgewood,Corner Deli,684,20221218,GRID
F02818,mott haven,,"1,020",17760822,Generator
F03256,harlem,green grocer,681,20220610,solar
F01533,Bed-Stuy,community garden,"1,076",20190503,SOLAR
F02555,jackson hts,Community Garden,"1,321",20190624,generator
F04379,Bedford-Stuyvesant,the bakery,,20240602,Grid
F03299,sunset park,Bodega Grande,"1,554",20180226,Grid
F03988,Harlem,The Bakery,712,20181128,solar
F01545,bed-stuy,green grocer,"1,672",20200909,SOLAR
F00834,jackson hts,,463,20220710,generator
F03892,ridgewood,green grocer,161,20191119,SOLAR
F00063,harlem,Community Garden,617,20230721,Generator
F00014,Ridgewood,mutual aid nyc,"1,831",20220216,grid
F02616,Bushwick,The Bakery,144,20230224,Solar
F03297,sunset park,Mutual Aid NYC,345,20220425,solar
F01671,crown hts,Corner Deli,519,20230402,grid
F04040,Bedford-Stuyvesant,green grocer,"1,715",20180607,SOLAR
F03063,bushwick,Corner Deli,"1,442",20240208,Solar
F04138,harlem,,"1,752",20180422,Grid
F00884,mott haven,the bakery,271,20191105,GRID
F03194,Bedford-Stuyvesant,Mutual Aid NYC,"1,279",20230110,generator
F01975,Flatbush,Bodega Grande,"1,817",20220428,grid
F01034,crown hts,,"1,247",20210425,GRID
F01328,Bushwick,The Bakery,595,20210825,grid
F01067,Mott Haven,mutual aid nyc,"1,062",20220827,SOLAR
F00442,Sunset Park,Community Garden,567,20181116,grid
F02084,Jackson Heights,Green Grocer,"1,012",20180509,solar
F00377, Bushwick ,Community Garden,124,20230609,Grid
F01550,harlem,Bodega Grande,498,20200127,SOLAR
F02219,Sunset Park,Community Garden,379,20230715,GRID
F04628,harlem,Community Garden,"1,817",20230201,GRID
F00236,sunset park,bodega grande,219,20200513,Grid
F00142,Jackson Heights,corner deli,"1,837",20230321,generator
F00917,jackson hts,bodega grande,328,20180308,grid
F04718,jackson hts,Corner Deli,"1,294",20221011,Grid
F01329,bushwick,community garden,"1,029",20230301,solar
F00240,Harlem, CORNER DELI ,466,20210822,Generator
F02812,harlem,corner deli,62,20200106,GRID
F04159,flatbush , CORNER DELI ,856,20220111,SOLAR
F03666,mott haven,Mutual Aid NYC,723,20211213,generator
F00782,Mott Haven,Corner Deli,411,20241205,Solar
F04125,harlem,the bakery,"1,087",20200218,grid
F02448,Crown Heights,,448,20211128,grid
F03479,harlem,green grocer,"1,115",20180225,Generator
F02129,Jackson Heights,St. Marks Church,646,20201017,Solar
F03353,Bedford-Stuyvesant,,438,20210414,Grid
F02122,Mott Haven,community garden,148,20231110,Solar
F03425,Ridgewood,st. marks church,,20990321,generator
F01703,harlem,community garden,321,20220822,solar
F04773,Jackson Heights,corner deli,,20191209,grid
F03968,flatbush ,Green Grocer,"1,320",20240905,SOLAR
F01771,Mott Haven,mutual aid nyc,729,20240318,Generator
F01884,Bed-Stuy,community garden,81,20180626,SOLAR
F03213,Bedford-Stuyvesant, CORNER DELI ,92,20180326,Solar
F02434,mott haven,Bodega Grande,"1,639",20181002,SOLAR
F02657,bed-stuy,green grocer,"1,491",20240523,SOLAR
F03739,mott haven,Green Grocer,"1,139",20220118,Grid
F00548,Bedford-Stuyvesant, CORNER DELI ,"1,778",20210321,SOLAR
F03947,bed-stuy,Green Grocer,921,20210124,solar
F02630,Jackson Heights, CORNER DELI ,740,20221224,Generator
F02457,jackson hts,mutual aid nyc,"1,321",20220728,grid
F03255,Mott Haven,Mutual Aid NYC,"1,233",20220108,Generator
F02675,flatbush ,St. Marks Church,"1,875",20200223,grid
F00379,bed-stuy, CORNER DELI ,"1,560",20210628,generator
F01081,bushwick,bodega grande,104,20230928,GRID
F02677,jackson hts,mutual aid nyc,"1,778",20200811,Solar
F00971,jackson hts,st. marks church,"1,691",20191009,Generator
F01026,Mott Haven,community garden,"1,073",20210804,grid
F01949,Jackson Heights,Mutual Aid NYC,999999,20210124,Solar
F00803, Bushwick ,Community Garden,785,20241028,solar
F03487,bushwick,corner deli,168,20180605,SOLAR
F04772,Mott Haven,Community Garden,541,20221105,solar
F00916, Bushwick ,The Bakery,"1,385",20221118,generator
F00401,crown hts,Community Garden,118,20190113,grid
F04420,crown hts,mutual aid nyc,"1,584",20241022,SOLAR
F01347,Bed-Stuy,Bodega Grande,206,20190518,Grid
F00335,flatbush ,Mutual Aid NYC,112,20240426,Generator
F00291,Bushwick,green grocer,"1,833",20230921,SOLAR
F00109,Harlem,the bakery,412,20230706,Grid
F04427,bed-stuy,The Bakery,585,20200910,generator
F04344,Harlem,corner deli,90,20180303,Grid
F03295,bed-stuy, CORNER DELI ,277,20240310,Solar
F04429,Mott Haven,Mutual Aid NYC,"1,321",20240305,Generator
F00534,bushwick,Community Garden,"1,138",20201111,generator
F02495,Harlem,The Bakery,"1,522",20180507,generator
F00264,Bedford-Stuyvesant,Green Grocer,,20210122,GRID
F01125,Crown Heights, CORNER DELI ,"1,029",20231102,GRID
F03987,Bed-Stuy,corner deli,"1,088",20181224,solar
F01479,Sunset Park,Bodega Grande,176,20240302,Solar
F00417, Bushwick ,St. Marks Church,"1,463",20180103,GRID
F02449,Ridgewood,bodega grande,"1,942",20220520,GRID
F00440,Mott Haven,mutual aid nyc,"1,692",20230416,SOLAR
F03179,flatbush ,the bakery,752,20200322,SOLAR
F02438,Jackson Heights,Corner Deli,"1,494",20240204,GRID
F03215,bushwick,st. marks church,158,20210116,generator
F04458,flatbush ,Corner Deli,"1,071",20240728,Solar
F02317,Sunset Park,corner deli,"1,307",20210910,solar
F00280,bushwick,Mutual Aid NYC,"1,291",20200319,solar
F01318,ridgewood,bodega grande,"1,013",20200422,Grid
F02823,jackson hts,community garden,"1,182",20991210,generator
F03165,sunset park,Community Garden,50,20180706,GRID
F01442,Harlem,community garden,796,20180809,SOLAR
F04298,Sunset Park,green grocer,642,20241201,Grid
F00140,harlem,,990,20210417,Generator
F00833,Crown Heights,the bakery,"1,144",20231215,Generator
F03313,crown hts,Community Garden,701,20190415,Grid
F03156, Bushwick ,The Bakery,"1,925",20220406,Grid
F03517,harlem,,"1,659",20231112,grid
F01207,harlem,Corner Deli,173,20180928,solar
F02864,Bushwick,The Bakery,"1,123",20210920,SOLAR
F01294,flatbush ,st. marks church,"1,040",20200719,Solar
F03730,Bed-Stuy,Corner Deli,999999,20180713,grid
F00524,bed-stuy,bodega grande,177,20231209,generator
F02275,Sunset Park,mutual aid nyc,"1,697",20220927,grid
F01305,ridgewood,mutual aid nyc,963,20180226,generator
F01689,Flatbush,,"1,903",20181216,SOLAR
F04753,Bushwick,,946,20210209,solar
F02026,Harlem,bodega grande,630,20240503,Solar
F00657,mott haven,The Bakery,"1,596",20200525,SOLAR
F03996,sunset park,green grocer,"1,483",20230603,generator
F03926,Ridgewood,community garden,"1,866",20210515,Grid
F02905,Bed-Stuy,community garden,723,20180426,Generator
F02162,harlem,Corner Deli,830,20210322,Grid
F03802,sunset park,community garden,"1,787",20191126,SOLAR
F03374,Sunset Park,The Bakery,"1,563",20230727,solar
F01883,Bed-Stuy,the bakery,"1,067",20190522,Solar
F02783,Bedford-Stuyvesant,Green Grocer,393,20230528,GRID
F02418,Harlem,Mutual Aid NYC,"1,973",20200701,grid
F00428,jackson hts,corner deli,"1,114",20220404,Solar
F04425,Bedford-Stuyvesant,St. Marks Church,592,20180917,Solar
F03349,Jackson Heights,the bakery,361,20200111,GRID
F01311,Bedford-Stuyvesant,Bodega Grande,481,20181113,GRID
F04887,flatbush ,the bakery,"1,633",20220314,SOLAR
F01982,Crown Heights, CORNER DELI ,"1,193",20200806,Solar
F01966,Bed-Stuy,bodega grande,722,20190414,solar
F02099,Bedford-Stuyvesant,Bodega Grande,"1,005",20230823,Generator
F03749, Bushwick ,st. marks church,871,20240728,solar
F01474,crown hts,Corner Deli,699,20200804,generator
F04831,sunset park,Mutual Aid NYC,160,20211204,Generator
F00717,harlem,Green Grocer,"1,579",20241211,GRID
F00021,Bed-Stuy,Community Garden,745,20230603,solar
F01866,Bushwick,st. marks church,"1,568",20241105,grid
F00863, Bushwick ,St. Marks Church,"1,270",20210217,GRID
F04590,bed-stuy,Corner Deli,849,20190414,Generator
F02389,Bedford-Stuyvesant,Mutual Aid NYC,"1,261",20240307,Generator
F01042,bed-stuy,mutual aid nyc,"1,192",20240714,grid
F02732,crown hts, CORNER DELI ,819,20190101,SOLAR
F02039,jackson hts,corner deli,"1,638",20191212,grid
F02390,flatbush ,St. Marks Church,"1,782",20191022,GRID
F04594,bushwick,corner deli,856,20190402,GRID
F04899,Bed-Stuy,bodega grande,514,20230217,solar
F04615,jackson hts,mutual aid nyc,"1,288",20190306,grid
F03112,Mott Haven, CORNER DELI ,"1,441",20220224,solar
F02480,harlem,Bodega Grande,"1,870",20240201,Generator
