m_id,nbhd,artst,med,sz,yr,dt
M00751,Chelsea,Lady Pink,spray paint,"6,067",2010,20100527
M02936,LIC,jane q. public,Acrylic,,2017,20171106
M01631, Bushwick ,banksy,spraypaint,292,,20230205
M01774,Williamsburg,Jane Q. Public,spraypaint,,2012,20120609
M04131,williamsburg,cost,aerosol,"2,966",2007,20070711
M03760,astoria,Os Gemeos,Aerosol,"5,903",,20180203
M03475,Astoria,Faith47,Spray Paint,"4,179",2011,20111106
M00379,harlem,cost,Wheatpaste,"3,798",2023,20230503
M03037,harlem,KAWS,acrylic,"3,571",2022,20221006
M01693,chelsea ,Os Gemeos,mosaic,"1,083",2019,20190923
M00342,Astoria,lady pink,Wheatpaste,"6,375",2005,20051125
M01775,Harlem,faith47,spray paint,,,20200112
M01589,Harlem,Faith47,wheatpaste,"2,501",2019,20190422
M04772,astoria,cost,spraypaint,"2,773",2018,20181225
M01278,Lower East Side,banksy,Mosaic,"2,169",2021,20211210
M00736,Harlem,banksy,Spray Paint,,2013,20131026
M00700,Astoria,Lady Pink,mosaic,"1,949",2021,20210901
M00593,SoHo,Shepard Fairey,spraypaint,"6,844",2009,20090615
M03853,harlem,kaws,spray paint,"5,594",2015,20150615
M02298,Astoria,futura,Mosaic,873,2015,20150826
M03510,LES,KAWS,acrylic,"2,979",2019,20190524
M03023,lower east side,Futura,Wheatpaste,"5,392",2011,20110503
M04284, Bushwick ,COST,Spray Paint,"4,490",2019,20191009
M02263,BUSHWICK,shepard fairey,Mosaic,"6,216",2014,20140204
M00701,Astoria,lady pink,Aerosol,"3,467",2007,20070405
M00165,Williamsburg,KAWS,Aerosol,"7,609",2013,20130909
M03320,Bushwick,kaws,spraypaint,"5,572",2021,20210904
M04447,soho,Shepard Fairey,aerosol,971,2019,20190910
M02786,chelsea ,Futura,acrylic,"6,759",2016,20160220
M00282,the bronx,shepard fairey,wheatpaste,"3,929",2012,20121202
M04831,Chelsea,shepard fairey,Wheatpaste,"1,842",2023,20230518
M03716,Bronx,os gemeos,Spray Paint,"3,650",2005,20050404
M00714,lower east side,faith47,spray paint,"3,545",2011,20110113
M03846,williamsburg,Futura,mosaic,"5,465",2020,20201219
M04033,Chelsea,Banksy,Spray Paint,"7,131",2021,20211022
M01647,SoHo,lady pink,Spray Paint,58,2018,20181020
M02788,Long Island City,Shepard Fairey,Aerosol,"2,996",2018,20180503
M04338,chelsea ,shepard fairey,mosaic,890,2009,20091213
M04497,lower east side,Lady Pink,wheatpaste,"5,489",2012,20120523
M03191,BUSHWICK,banksy,acrylic,428,2012,20120818
M02379,Williamsburg,futura,Mosaic,"2,505",2022,20220803
M03186,BUSHWICK,lady pink,Wheatpaste,"2,739",2018,20180911
M01980,soho,faith47,spray paint,"4,944",2021,20211011
M03049,Astoria,Faith47,Aerosol,656,2013,20130706
M00050,soho,Os Gemeos,spraypaint,,2013,20131024
M03985,Harlem,,Aerosol,614,2010,20101215
M03920,lower east side,Faith47,acrylic,"3,444",2013,20130421
M04150,BUSHWICK,shepard fairey,mosaic,"7,088",2018,20181222
M00019,Chelsea,banksy,Wheatpaste,"2,086",2007,20070904
M00537,Bushwick,Faith47,Spray Paint,"5,492",2016,20160318
M03128,Harlem,futura,mosaic,,2012,20120906
M03608,Harlem,jane q. public,spray paint,"4,928",2014,20140820
M04507,Williamsburg,Faith47,spraypaint,"2,962",2018,20180925
M01300,Long Island City,faith47,Spray Paint,994,2020,20201225
M01882,the bronx,faith47,aerosol,"3,594",2013,20130120
M04592,Lower East Side,KAWS,Mosaic,"1,221",2017,20170603
M00401,LIC,futura,Aerosol,"1,847",2018,20181026
M00209,Harlem,Os Gemeos,wheatpaste,"4,757",2015,20150712
M02897,astoria,Faith47,acrylic,"4,553",2008,20080915
M02051,Lower East Side,banksy,spray paint,"1,725",2021,20210309
M00948,BUSHWICK,kaws,Acrylic,,2020,20201225
M04359,Lower East Side,Faith47,Mosaic,"4,895",2021,20211124
M00802,Bronx,COST,spraypaint,"6,656",2017,20171214
M00468,LIC,kaws,Aerosol,"3,864",2008,20080501
M01130,the bronx,Jane Q. Public,Acrylic,269,2014,20140902
M03809,lower east side,Os Gemeos,Aerosol,"7,452",2015,20150420
M02668,Astoria,kaws,mosaic,,2013,20130628
M00038,the bronx, BANKSY ,Aerosol,"2,679",2019,20191206
M01052,the bronx,Banksy,mosaic,"5,592",2014,20140316
M03391,LES,jane q. public,spray paint,"3,949",2021,20210602
M01507,the bronx,COST,Aerosol,"7,137",2006,20061106
M01480,soho,Lady Pink,acrylic,"3,509",2018,20181108
M01855,Williamsburg,Os Gemeos,wheatpaste,"4,916",2013,20130811
M00076,lower east side,Shepard Fairey,Mosaic,"1,996",2012,20120624
M03364,astoria,os gemeos,Acrylic,"6,415",2010,20100412
M04340,Astoria,Banksy,aerosol,"6,171",2008,20081222
M04374,LES,jane q. public,Mosaic,"2,635",2013,20130302
M01947,Williamsburg,banksy,Acrylic,97,2013,20130824
M00525,astoria,kaws,spray paint,170,2014,20141024
M04839,LES,jane q. public,acrylic,595,2017,20170314
M00944,the bronx,Jane Q. Public,Mosaic,"5,495",2013,20130203
M01580,BUSHWICK,shepard fairey,Spray Paint,766,2020,20201205
M01537,soho,KAWS,mosaic,"3,720",2013,20130304
M03387,Williamsburg,Futura,spraypaint,"7,992",2005,20050820
M04072,the bronx,faith47,acrylic,"4,257",2021,20210927
M03918,astoria,Os Gemeos,Mosaic,"3,810",2019,20190128
M01856,Lower East Side,futura,acrylic,858,2012,20120728
M02007,Bronx,Lady Pink,aerosol,"5,395",2019,20190105
M01749,lower east side,Os Gemeos,Spray Paint,"1,049",2011,20110918
M02863,chelsea , BANKSY ,Wheatpaste,"3,669",2008,20080411
M03170,Astoria,,Aerosol,"5,496",2020,20201116
M03452,Lower East Side,cost,Mosaic,,2021,20210202
M03486,chelsea ,futura,Mosaic,280,2011,20110106
M01613,Bronx,Faith47,mosaic,"1,898",2011,20110301
M03650,the bronx,kaws,spraypaint,"5,601",2022,20220615
M00544,Bushwick,cost,Spray Paint,"1,742",2021,20211025
M02349,Lower East Side,jane q. public,mosaic,"2,967",2011,20111116
M01823,harlem,jane q. public,spraypaint,,2016,20161102
M02231,Harlem,Os Gemeos,spraypaint,"2,243",2005,20051011
M03568,harlem, BANKSY ,Aerosol,"3,170",2007,20070718
M03933,Lower East Side,os gemeos,aerosol,"2,196",2014,20140121
M00632,LIC,Jane Q. Public,mosaic,"3,920",2021,20211225
M03101,BUSHWICK,kaws,Aerosol,"1,426",2012,20120120
M01590, Bushwick ,os gemeos,Mosaic,"2,516",2017,20170313
M00407,harlem,lady pink,Spray Paint,"4,307",2020,20200128
M04804,williamsburg,Banksy,acrylic,"6,789",2014,20141105
M01633,chelsea ,cost,Aerosol,"4,637",2014,20140716
M02652,LES,Shepard Fairey,acrylic,667,2021,20210127
M00959,the bronx,COST,acrylic,357,2013,20130421
M03442,Harlem,futura,Mosaic,"3,763",2006,20061006
M04381,soho,Faith47,Spray Paint,"4,061",2011,20111105
M04448,BUSHWICK,Shepard Fairey,Mosaic,"1,608",2010,20101204
M04249,harlem,os gemeos,Spray Paint,"1,918",2013,20130910
M04407,lower east side,KAWS,Mosaic,"3,231",2021,20210220
M03866,LIC,Lady Pink,Wheatpaste,"6,836",2007,20070108
M02771,Harlem,futura,aerosol,"4,880",2017,20170810
M03761, Bushwick ,COST,Aerosol,"1,719",2022,20220424
M01837,Astoria,Lady Pink,Spray Paint,,2022,20220112
M01205,williamsburg,Shepard Fairey,Acrylic,"5,901",2006,20060615
M02541,Chelsea,jane q. public,Aerosol,"3,688",,20220403
M00151,Long Island City,Faith47,Mosaic,"2,654",2008,20080202
M00009,bushwick,Shepard Fairey,Spray Paint,"4,828",2023,20230317
M03279,Harlem,banksy,Aerosol,"5,589",2015,20151208
M02144,harlem,banksy,Aerosol,"6,050",2006,20060110
M01688,BUSHWICK,Shepard Fairey,Mosaic,"7,265",2017,20170407
M04013,BUSHWICK,,spray paint,"6,229",2099,20180920
M01225,Bushwick,os gemeos,Mosaic,"1,559",,20080310
M04229,Bushwick,Os Gemeos,spray paint,274,2005,20050814
M01894,lower east side,Banksy,Mosaic,"6,306",2007,20071215
M04460,SoHo,Faith47,Mosaic,,,20050801
M02611,soho,jane q. public,Wheatpaste,287,2012,20121205
M04408,Chelsea,lady pink,wheatpaste,"3,318",2016,20160813
M01447,soho,,Spray Paint,"5,488",2021,20210506
M00197,Bushwick,banksy,Wheatpaste,"6,985",2006,20060916
M00480,the bronx,Banksy,wheatpaste,"7,564",2018,20180219
M04712,Astoria,jane q. public,Acrylic,"5,689",2012,20121123
M04097,Bushwick,os gemeos,acrylic,"5,431",2016,20160203
M03723,LES,,aerosol,"3,594",2011,20110608
M03166,Astoria,Faith47,Aerosol,"5,159",2023,20230722
M01956,Chelsea,KAWS,Spray Paint,"2,346",2015,20150901
M02155,Bushwick,Os Gemeos,aerosol,541,2009,20090514
M02350,soho,shepard fairey,Aerosol,,2011,20110821
M02988,Bushwick,os gemeos,Spray Paint,"7,439",2014,20141004
M01570,Lower East Side,faith47,acrylic,"3,185",2012,20120110
M03771,soho,Futura,Acrylic,"1,472",2017,20171108
M01574,LES,Lady Pink,Spray Paint,"3,574",2010,20101222
M00424,Long Island City,kaws,Spray Paint,"6,055",2015,20151223
M04711,Lower East Side,Os Gemeos,spraypaint,"3,900",2016,20160125
M01859,chelsea ,os gemeos,Spray Paint,"7,085",2005,20051225
M02063,LIC,Shepard Fairey,wheatpaste,"4,772",2008,20080519
M00445, Bushwick ,banksy,Acrylic,"5,049",2023,20231226
M00305,Bushwick,Banksy,Wheatpaste,349,2016,20160907
M00759,Bronx,KAWS,Acrylic,"6,554",2017,20170927
M02549,Lower East Side,Os Gemeos,Wheatpaste,"6,225",2023,20230315
M00906,chelsea ,COST,Wheatpaste,"4,162",2021,20211105
M03843,LIC,os gemeos,Aerosol,"7,573",2020,20200302
M04611,Lower East Side,COST,Acrylic,"2,028",2018,20180124
M02570,bushwick,Lady Pink,spraypaint,"6,754",2018,20180322
M03706,Williamsburg,os gemeos,wheatpaste,"2,824",2017,20170924
M00838,Harlem,Faith47,spraypaint,"3,478",2013,20130711
M03039, Bushwick ,Banksy,Spray Paint,495,2022,20220408
M02049, Bushwick ,Faith47,Spray Paint,"7,759",2005,20050306
M01942,astoria,lady pink,wheatpaste,"7,142",2012,20120402
M00313, Bushwick ,jane q. public,spray paint,"5,967",2013,20130509
M02384,Lower East Side,Faith47,Wheatpaste,"6,707",2006,20060313
M02276,chelsea ,Banksy,Mosaic,"4,454",2013,20130215
M02620,Bushwick,Futura,spraypaint,"2,808",2009,20090124
M00886,Astoria,Banksy,spraypaint,"2,773",2020,20201221
M02903,williamsburg,Futura,wheatpaste,"1,331",2023,20230215
M00852,LIC,jane q. public,Wheatpaste,"5,836",2007,20071205
M04751,Harlem,os gemeos,mosaic,"3,035",2018,20181213
M04695,soho,futura,acrylic,"4,014",2022,20220109
M02415,lower east side,faith47,Acrylic,"1,422",2007,20070220
M01908,williamsburg,banksy,Wheatpaste,"4,606",2009,20090215
M02931,soho,cost,acrylic,"7,566",2023,20231214
M04071,SoHo,lady pink,wheatpaste,,2017,20170523
M00905,Bushwick,jane q. public,Aerosol,"5,324",2019,20190315
M01643,Lower East Side,banksy,acrylic,"6,267",2009,20090825
M00205,williamsburg,kaws,Acrylic,141,2017,20170908
M04710,soho,Futura,Mosaic,"2,339",2008,20081002
M04456,LIC,futura,Spray Paint,"1,578",2021,20210207
M04436,astoria,Lady Pink,Acrylic,"6,333",2011,20110424
M04257,Williamsburg,Futura,Aerosol,,2010,20101218
M01120,astoria, BANKSY ,mosaic,783,,20171121
M04680,chelsea ,Jane Q. Public,Aerosol,568,2015,20150518
M04428,Bushwick,COST,Mosaic,342,2017,20171202
M04626,the bronx,cost,Acrylic,"4,030",2006,20060124
M00564,SoHo,kaws,wheatpaste,"3,351",2018,20181225
M01783,lower east side,kaws,Aerosol,285,2017,20170510
M03598,astoria,Os Gemeos,Acrylic,"4,488",2008,20080426
M00415,Bronx,cost,Wheatpaste,296,2020,20201127
M04116,lower east side,COST,spray paint,"5,136",2010,20100724
M01870,bushwick,,Wheatpaste,"6,823",2023,20230216
M02412,SoHo,shepard fairey,spray paint,"4,395",2015,20151021
M02976,Williamsburg,lady pink,Mosaic,"6,643",2014,20141211
M01813,lower east side,os gemeos,aerosol,"4,140",2010,20100507
M00917,bushwick,lady pink,mosaic,"3,898",2013,20130709
M04345,lower east side,jane q. public,Acrylic,"7,321",2018,20181212
M03849,Williamsburg,cost,acrylic,"4,544",2014,20140404
M03190,Astoria,jane q. public,mosaic,"5,498",2011,20110605
M03841,bushwick,kaws,Acrylic,"6,652",2019,20190602
M04290,the bronx,jane q. public,Spray Paint,"6,859",2006,20060801
M04133,harlem,os gemeos,mosaic,672,2014,20140328
M01993,bushwick,faith47,acrylic,"4,375",2022,20220427
M03146,Lower East Side,COST,spraypaint,"5,625",2015,20150518
M01223,the bronx,Shepard Fairey,Mosaic,"2,324",2018,20181112
M04607,soho,banksy,mosaic,"1,174",2021,20210909
M01135,williamsburg,Os Gemeos,Spray Paint,382,2019,20190221
M03565,LIC,,acrylic,"7,463",2009,20090324
M03406,harlem,Jane Q. Public,Mosaic,"2,471",2010,20101021
M03108,Bronx, BANKSY ,Spray Paint,"5,102",2016,20160711
M04792,chelsea ,,Wheatpaste,"3,321",2010,20101107
M01875,BUSHWICK,futura,Aerosol,"1,724",2011,20111126
M03603,astoria,,wheatpaste,514,2021,20210428
M04740,bushwick,Jane Q. Public,Acrylic,518,2019,20190602
M00493,lower east side,cost,Wheatpaste,"1,412",2020,20200908
M03277,Bronx,Os Gemeos,spraypaint,"5,727",2007,20071027
M00764,Chelsea,Jane Q. Public,Spray Paint,"7,883",2022,20220324
M03007,LES,shepard fairey,acrylic,"6,367",2012,20121025
M04621,lower east side,Os Gemeos,wheatpaste,"5,353",2015,20151224
M01587,astoria,Jane Q. Public,Mosaic,"3,478",2021,20210627
M01690,harlem,KAWS,Acrylic,"4,183",2011,20110304
M04012,BUSHWICK, BANKSY ,mosaic,"4,031",2015,20150724
M02389,Bushwick,Jane Q. Public,wheatpaste,"7,204",2099,20180304
M03593,SoHo,kaws,wheatpaste,"6,361",2018,20180718
M01766,Bushwick,cost,wheatpaste,179,2014,20140806
M00855,LIC, BANKSY ,acrylic,"3,000",2011,20110114
M00368,soho,Futura,Spray Paint,"2,911",2023,20230825
M04179,SoHo,,acrylic,,2019,20190318
M01957,LES,Lady Pink,wheatpaste,"1,771",2014,20140706
M01678,Chelsea,futura,Acrylic,"3,328",2005,20050911
M00648,harlem,Jane Q. Public,Mosaic,"6,279",2019,20190226
M03423,Astoria,Futura,spraypaint,902,2012,20120808
M03043,Chelsea,kaws,mosaic,"3,579",2012,20120923
M02207,harlem, BANKSY ,wheatpaste,"2,907",2015,20150702
M02153,Williamsburg,lady pink,spray paint,"7,650",2022,20220127
M04487,astoria,Faith47,Acrylic,"7,828",2023,20231119
M03141,LES,os gemeos,Acrylic,"4,707",2012,20121201
M01695,Long Island City,lady pink,Aerosol,"3,189",2016,20160615
M04780,Astoria,futura,Mosaic,464,2015,20150414
M01708,Bronx,banksy,Mosaic,"5,675",2012,20120505
M04260, Bushwick ,jane q. public,aerosol,"6,822",2006,20060222
M04323,BUSHWICK,lady pink,Acrylic,"6,600",2017,20170417
M03588,Bushwick,shepard fairey,mosaic,"4,479",2020,20200906
M01330,Harlem, BANKSY ,spraypaint,"1,443",2022,20220704
M03270,LIC,Shepard Fairey,aerosol,"2,120",2020,20200609
M00672,Lower East Side,banksy,Mosaic,"4,954",2008,20080202
M01596,lower east side,faith47,acrylic,"3,864",2017,20170516
M01377,Chelsea,futura,Spray Paint,"6,463",2023,20230314
M02912,BUSHWICK, BANKSY ,Spray Paint,"3,068",2015,20150921
M02544,Harlem, BANKSY ,Spray Paint,"6,539",2018,20181020
M00897,Bushwick,cost,Wheatpaste,"5,126",2023,20230705
M04649,williamsburg, BANKSY ,wheatpaste,"4,281",2012,20120908
M00805,BUSHWICK,os gemeos,aerosol,"3,135",2008,20081102
M02456,BUSHWICK,jane q. public,acrylic,"4,646",2021,20210720
M04679,the bronx,Shepard Fairey,acrylic,"3,816",2017,20171125
M04663,williamsburg, BANKSY ,Wheatpaste,"1,965",2012,20120523
M01603,LES,Shepard Fairey,Acrylic,"1,891",2005,20051204
M03051,Lower East Side,Shepard Fairey,mosaic,"1,090",2022,20220402
M02831,bushwick,faith47,wheatpaste,"5,656",2021,20210211
M02512, Bushwick ,cost,Aerosol,"4,384",2009,20090217
M01334,the bronx,os gemeos,spray paint,"6,077",2008,20081119
M04554,LES,Os Gemeos,Acrylic,"3,237",2021,20210805
M02397,LIC,kaws,acrylic,999999,2013,20131127
M02811,SoHo, BANKSY ,Aerosol,"3,884",2011,20110114
M00868,Bronx,KAWS,mosaic,"6,614",2014,20140703
M03415,Astoria,os gemeos,wheatpaste,"3,070",2013,20131117
M00016,Bronx,Futura,Aerosol,"5,209",2007,20070217
M03218,Williamsburg, BANKSY ,wheatpaste,"4,212",2015,20150816
M01869,lower east side,,Mosaic,150,2018,20180802
M02426,chelsea ,Futura,spraypaint,,2009,20090308
M04165,Long Island City,jane q. public,Acrylic,,2016,20160304
M04101,williamsburg,cost,spray paint,"4,815",2011,20110617
M00190,Harlem,Shepard Fairey,mosaic,"5,354",2013,20130804
M01221,astoria,Shepard Fairey,aerosol,"6,368",2014,20141119
M03163,LES,Shepard Fairey,spraypaint,"3,755",2010,20101011
M02132,Long Island City,Shepard Fairey,spraypaint,"6,744",2018,20180723
M04429,bushwick,Futura,mosaic,"3,245",2016,20161125
M01639,Long Island City, BANKSY ,Aerosol,"7,205",2014,20140526
M03222,williamsburg,jane q. public,mosaic,"3,944",2016,20160608
M00589,LIC,Lady Pink,acrylic,"7,559",2007,20070507
M03213,lower east side,Jane Q. Public,acrylic,"1,909",2009,20090822
M03959,soho,Jane Q. Public,wheatpaste,-50,1776,20180218
M04865,LES, BANKSY ,wheatpaste,,2016,20161206
M01612,williamsburg,Futura,spraypaint,"5,931",2016,20161107
M01622,soho,banksy,Acrylic,"2,693",2007,20070722
M00820,chelsea ,KAWS,Aerosol,"6,193",2010,20101115
M02471,soho,Banksy,aerosol,"1,980",2020,20200707
M03373,lower east side,,Mosaic,"3,538",2007,20070815
M02798,LES,Shepard Fairey,aerosol,"5,674",2022,20220911
M04705,chelsea ,COST,acrylic,"5,549",2010,20100328
M04128,soho,COST,Aerosol,"3,919",2007,20070722
M01153,Bronx,kaws,acrylic,"1,703",2011,20111011
M02037, Bushwick ,cost,spray paint,"3,791",2017,20170505
M01310,SoHo,kaws,aerosol,"1,061",2013,20130213
M02819,Chelsea,Os Gemeos,acrylic,"2,188",2020,20200107
M01471,Williamsburg,,Wheatpaste,"5,041",2005,20050506
M01654,Williamsburg,,spray paint,"7,595",2011,20110320
M04319,lower east side,cost,mosaic,-50,2009,20090122
M03820,Astoria,os gemeos,acrylic,"7,640",2019,20191226
M03937,Chelsea,,wheatpaste,"4,599",2011,20110517
M00982,chelsea ,lady pink,Spray Paint,"6,014",2017,20171122
M00612,bushwick,Jane Q. Public,Spray Paint,"3,505",2018,20180721
M03689,Chelsea,Shepard Fairey,spray paint,"1,778",2009,20090823
M01608,Bronx,Banksy,spraypaint,555,2016,20160102
M04657,astoria,Faith47,Acrylic,"3,670",2006,20061004
M00704,Long Island City,Futura,spraypaint,"5,869",2017,20170314
M01054,Williamsburg,kaws,Wheatpaste,"4,150",2021,20211007
M00085,bushwick,Faith47,acrylic,"5,126",2009,20091102
M03368,SoHo,Shepard Fairey,Aerosol,52,2022,20220820
M03631,Harlem,banksy,mosaic,"6,288",2015,20151112
M01347,lower east side, BANKSY ,spraypaint,"5,923",2021,20210405
M02490,BUSHWICK,cost,aerosol,"2,912",,20070616
M03895,LIC,KAWS,acrylic,"1,987",2010,20100919
M02658,the bronx,Faith47,Acrylic,"6,957",2017,20170810
M03549, Bushwick ,Lady Pink,Aerosol,"6,465",2017,20170711
M02045,Astoria,futura,aerosol,"7,945",2014,20140203
M00218,SoHo,lady pink,aerosol,279,2011,20110123
M01000,SoHo,shepard fairey,aerosol,"1,739",2021,20210503
M03302,Harlem,Lady Pink,acrylic,"1,684",2021,20210227
M03981,williamsburg,shepard fairey,Spray Paint,"6,372",2013,20131020
M00402,Bronx,futura,wheatpaste,,2009,20091015
M00741,Long Island City,cost,Aerosol,"2,893",2020,20200224
M03718,williamsburg,os gemeos,acrylic,"1,406",2011,20110712
M02030,Bronx,futura,Wheatpaste,628,2014,20140527
M03086,Bronx,lady pink,Aerosol,"7,157",2012,20121024
M00438,Chelsea,faith47,acrylic,"5,663",2012,20120520
M00825,the bronx,Faith47,Mosaic,414,2007,20070625
M01182,Bronx,COST,wheatpaste,"5,871",2006,20060111
M01702,harlem,,Spray Paint,"7,426",2022,20220512
M03694,Bushwick,Lady Pink,Acrylic,"1,715",2020,20200614
M03153,Harlem,lady pink,Wheatpaste,"1,587",2021,20210620
M01946,Bushwick,Lady Pink,spraypaint,"1,017",2017,20171122
M00930,Astoria,KAWS,acrylic,"6,064",2008,20081110
M04757,bushwick,,Mosaic,"2,051",2007,20070122
M01759,Astoria,Futura,Mosaic,"1,431",2009,20090625
M01999,BUSHWICK,banksy,aerosol,"5,429",2005,20050505
M00073,Williamsburg,jane q. public,Acrylic,"2,430",2013,20130808
M01522,lower east side, BANKSY ,Acrylic,406,2005,20050101
M00616,astoria,jane q. public,Wheatpaste,"6,945",2007,20070619
M02475,LES,Os Gemeos,spraypaint,"7,385",2006,20060828
M03087,BUSHWICK,KAWS,spray paint,"6,860",2011,20110421
M03522,astoria,KAWS,wheatpaste,"2,912",2008,20080705
M02382,LIC,Shepard Fairey,Mosaic,"4,492",2019,20190601
M01430,Harlem,jane q. public,Wheatpaste,"7,159",2019,20190303
M01686,Long Island City,Lady Pink,Mosaic,"4,377",2022,20220923
M01529,Chelsea,Banksy,mosaic,"3,307",2023,20230117
M04786,Lower East Side,lady pink,spray paint,"5,220",2010,20100524
M04220,Long Island City, BANKSY ,Aerosol,"4,530",2014,20140204
M03619,williamsburg,banksy,acrylic,"4,645",2017,20171020
M01299,Williamsburg,jane q. public,Spray Paint,180,2016,20160111
M01140,williamsburg, BANKSY ,aerosol,"3,824",2006,20060517
M01835, Bushwick ,Shepard Fairey,Spray Paint,"6,009",2006,20061105
M03235,bushwick,futura,spray paint,"5,061",2022,20220403
M03103,Chelsea,faith47,spraypaint,"2,847",2099,20180517
M02100,chelsea ,,wheatpaste,"1,235",2019,20190427
M00001,chelsea ,KAWS,Spray Paint,,2013,20130222
M04143,williamsburg,Futura,Mosaic,292,2022,20221007
M03356,Bronx,COST,aerosol,"6,977",2014,20140207
M01061,chelsea ,Futura,mosaic,"1,283",2023,20230215
M02617,Williamsburg,,mosaic,"1,478",2010,20100515
M04346,lower east side,Jane Q. Public,spray paint,"1,570",,20150714
M02879,bushwick,faith47,Spray Paint,"5,384",2015,20150125
