m_id,insp_dt,cond,rtg,graf,fade
M00225,2024-03-06,GOOD,2,No,79
M02669,2021-06-06,good,4,n,86
M09081,2023-09-02,Excellent,5,No,8
M01816,2021-05-11,good,1,n,82
M02572,2019-04-09,good,1,Yes,73
M01742,2021-01-26,Fair,2,no,39
M00881,2022-05-26,Poor ,2,Yes,68
M03427,2023-06-18,GOOD,5,NO,39
M04099,2022-07-25,Good,3,Yes,23
M02787,2021-09-18,fair,4,NO,54
M02224,2022-10-04,Poor ,4,no,36
M03330,2020-03-26,Good,3,No,80
M03775,2022-08-03,Excellent,2,YES,4
M01228,2020-07-02,Excellent,1,No,81
M03200,2019-06-13,good,2,Yes,38
M04705,2023-01-16,Fair,3,Yes,88
M03546,2024-04-18,Excellent,1,YES,33
M02722,2020-10-12,Poor ,4,no,8
M00789,2019-02-04,poor,3,no,100
M02858,2020-01-28,Excellent,1,No,88
M02435,2021-09-24,Good,1,No,83
M00778,2021-12-25,Good,2,NO,30
M00466,2024-03-25,poor,1,YES,17
M02880,2023-12-15,poor,3,yes,37
M04235,2020-02-11, excellent,,Yes,53
M03520,2023-02-14,Poor ,1,no,91
M01743,2023-01-08,Poor ,3,no,62
M04154,2022-07-03,Poor ,3,Yes,81
M00569,2024-08-22,poor,5,n,33
M00863,2023-07-05,good,5,n,
M01603,2024-10-06,GOOD,4,y,55
M04359,2020-04-11,Good,1,Yes,83
M01464,2019-08-22,good,3,Yes,34
M01680,2024-05-24,good,2,NO,49
M01067,2022-03-11,Excellent,5,YES,89
M01012,2022-05-04, excellent,4,y,1
M03030,2019-02-19,poor,2,yes,30
M00162,2021-09-28,good,4,yes,52
M01261,2022-03-22,poor,5,No,61
M02732,2023-08-07,fair,3,Yes,78
M03343,2021-03-12,Excellent,,yes,43
M03584,2019-01-09,fair,4,no,45
M03714,2022-07-23, excellent,3,yes,46
M03843,2022-03-11,good,4,y,6
M02342,2021-11-12, excellent,2,n,75
M04735,2019-04-19,GOOD,1,Yes,
M00013,2024-08-10,good,5,y,3
M02984,2023-02-15, excellent,99,YES,60
M02396,2021-12-04,fair,1,y,5
M01562,2020-06-15,Poor ,5,n,23
M01307,2020-05-16,Fair,5,No,5
M01753,2019-07-11,good,5,yes,26
M02768,2019-09-20,good,4,Yes,38
M02617,2022-06-05,Excellent,3,yes,48
M04844,2019-01-22,poor,,Yes,60
M03091,2022-07-15,Excellent,1,y,60
M01667,2020-06-13,good,1,y,38
M09383,2021-03-20,poor,1,yes,75
M00564,2022-09-02,Fair,5,NO,3
M00191,2024-12-10,Fair,1,No,94
M01359,2020-02-17,GOOD,3,n,7
M00206,2021-01-09,good,1,Yes,66
M04246,2022-11-23,GOOD,,YES,57
M00079,2021-02-27,Excellent,3,Yes,53
M03913,2019-06-03,Good,1,yes,89
M00076,2024-12-05,Good,3,No,90
M09858,2022-04-23,Poor ,5,n,90
M00399,2020-07-21,good,1,No,9
M02913,2022-01-06,Poor ,5,y,93
M04452,2020-01-22,fair,1,yes,31
M03801,2019-05-27,Good,3,yes,62
M03553,2020-01-26,good,,n,22
M03777,2024-10-09,Excellent,5,No,90
M01368,2020-09-14,good,3,no,92
M00239,2021-11-21,Poor ,4,YES,76
M00527,2019-02-11,poor,5,Yes,63
M02412,2020-11-01,Good,5,Yes,1
M04364,2022-05-18,fair,1,yes,73
M04441,2019-03-27, excellent,2,NO,93
M03462,2021-05-13,Good,2,no,93
M00819,2024-01-03,fair,5,n,86
M03695,2024-06-01,poor,3,y,64
M00366,2019-02-02,GOOD,,yes,1
M01013,2022-04-17,Good,5,No,100
M01111,2023-01-10,GOOD,1,NO,
M03794,2024-11-11, excellent,5,YES,37
M02158,2024-12-27,Poor ,4,no,59
M04448,2022-10-21,Fair,2,NO,72
M02476,2022-08-19, excellent,5,YES,59
M03456,2021-05-21,GOOD,99,YES,41
M01127,2023-02-06,good,4,YES,8
M04491,2022-09-23,Fair,4,NO,10
M02295,2020-11-15,Fair,2,no,72
M02256,2024-07-27,Good,3,n,2
M03457,2019-04-10,GOOD,2,y,150
M04062,2019-01-09, excellent,4,no,50
M04291,2021-07-15,GOOD,2,NO,35
M00679,2024-12-14,Excellent,4,n,7
M04739,2019-06-02,GOOD,3,Yes,87
M03172,2021-03-09,Good,1,n,82
M04803,2020-06-23,Good,5,yes,30
M02524,2023-08-17, excellent,1,yes,31
M01712,2024-09-09,fair,2,y,11
M01017,2023-10-18,Excellent,2,no,79
M00229,2024-01-09,Excellent,5,YES,80
M02065,2021-03-19,Poor ,3,No,75
M03518,2022-11-14,GOOD,1,no,15
M04158,2021-07-03,good,3,No,14
M03918,2021-04-17,,1,y,51
M04824,2022-01-13,good,2,Yes,18
M01205,2024-06-01,Good,5,n,19
M03301,2022-09-10,Poor ,4,n,13
M00309,2021-02-16,GOOD,5,Yes,72
M02321,2023-04-18,GOOD,1,n,12
M03307,2022-04-10,Fair,3,NO,56
M02654,2023-08-27,Good,,Yes,29
M00398,2022-11-10,,5,n,5
M01122,2022-02-22,good,,y,83
M00422,2021-09-25,poor,2,yes,74
M04609,2022-09-27,GOOD,4,NO,77
M02764,2020-10-27,fair,3,YES,7
M00383,2024-04-23,fair,4,NO,15
M00870,2022-11-02,good,3,YES,94
M01556,2019-01-16,Poor ,5,y,67
M02482,2023-02-15,Fair,3,no,100
M03098,2021-04-05,Fair,4,y,63
M04453,2021-10-26,poor,,yes,86
M02196,2024-10-01,good,4,Yes,29
M01349,2022-03-13,fair,2,No,21
M03478,2021-07-22, excellent,2,No,79
M03061,2021-07-03,Fair,2,No,14
M00699,2024-12-19,Good,4,Yes,91
M01721,2020-02-07,Excellent,1,YES,31
M01004,2021-11-13,poor,1,NO,61
M03235,2024-04-08,Excellent,5,no,1
M01795,2021-03-25,Excellent,3,Yes,78
M04336,2020-04-19,Poor ,1,Yes,82
M00057,2021-05-24,GOOD,5,no,22
M04481,2021-08-14,GOOD,4,no,14
M04149,2023-01-17,Fair,1,n,59
M04590,2024-08-20,Excellent,1,no,35
M00618,2020-06-22,Excellent,1,Yes,100
M01991,2020-08-18,Excellent,3,Yes,48
M03812,2019-03-26,poor,1,n,54
M00231,2019-09-01,good,3,Yes,53
M01733,2020-03-11, excellent,5,NO,5
M00272,2024-01-14,Excellent,3,yes,96
M01392,2019-09-14,GOOD,2,n,1
M03804,2021-06-17,Poor ,2,y,63
M00656,2023-03-13,Excellent,2,No,79
M03912,2020-12-24,poor,,no,41
M00137,2023-02-22,fair,2,NO,21
M03385,2023-02-11,Fair,2,YES,25
M00903,2020-09-07,good,3,no,
M03829,2019-01-16,Good,5,n,99
M01417,2021-10-27, excellent,4,no,63
M03174,2020-10-05,Good,5,YES,100
M03413,2020-05-10, excellent,2,no,64
M00509,2021-12-20,Poor ,1,n,58
M03130,2024-08-06,Poor ,4,y,
M04123,2020-01-15,Fair,5,No,19
M00492,2019-09-05,Poor ,1,y,67
M04399,2023-10-12,Excellent,0,No,75
M02354,2023-11-04,GOOD,,No,83
M01577,2019-06-13,fair,5,YES,46
M02326,2019-12-15,Fair,4,yes,75
M00307,2021-12-13,,4,Yes,40
M02564,2024-07-18,Poor ,,no,55
M02941,2022-02-16,good,2,n,9
M00491,2020-12-10,Poor ,2,no,-10
M04274,2019-04-01,fair,3,Yes,10
M02184,2020-07-24,GOOD,2,Yes,4
M01924,2022-01-09,poor,4,n,53
M03491,2022-07-17,good,2,n,86
M04806,2019-05-19,GOOD,5,n,45
M01873,2019-07-22,Good,4,y,89
M02341,2020-02-20,Excellent,2,Yes,59
M00127,2021-12-09,Excellent,2,YES,87
M00468,2022-02-24,Fair,3,n,33
M03417,2022-10-19,GOOD,3,yes,23
M01666,2022-03-02,Fair,2,no,84
M03441,2019-10-06,Good,5,y,74
M00120,2020-08-05,good,2,NO,87
M03979,2021-02-10,Fair,1,no,87
M01933,2024-01-03,Poor ,,No,4
M02901,2022-07-20,Fair,1,Yes,40
M03522,2021-07-16,Fair,0,y,13
M02575,2023-05-22,fair,3,y,40
M01439,2024-12-05,Fair,5,NO,94
M01616,2020-07-13, excellent,1,NO,5
M02413,2024-03-20,good,,YES,49
M01552,2020-07-14,Good,5,y,150
M00563,2021-10-20,poor,3,YES,90
M00464,2021-02-10,poor,4,y,6
M04324,2024-06-06,fair,1,no,54
M01321,2022-09-24, excellent,,no,84
M00419,2023-07-13,poor,3,No,18
M03171,2024-07-01,Good,4,Yes,77
M02372,2023-02-22, excellent,4,NO,43
M04192,2019-05-28,GOOD,,Yes,25
M01315,2019-09-11,Excellent,0,No,11
M00804,2020-08-26,Fair,4,yes,54
M04209,2022-11-03,Fair,5,no,75
M00635,2019-02-27,good,5,NO,76
M00320,2020-12-28,Fair,1,Yes,35
M02089,2019-03-03,poor,2,NO,9
M04725,2022-07-01,,1,n,79
M00739,2020-10-25,fair,,y,71
M04024,2020-05-24,good,,NO,30
M04707,2020-04-26,GOOD,1,yes,52
M03925,2022-07-03,fair,3,yes,89
M03238,2024-05-02,good,1,n,51
M03389,2020-01-05,Excellent,2,yes,65
M00640,2023-05-13,fair,3,no,44
M00886,2019-04-27,Fair,2,no,91
M04496,2022-03-21,Poor ,1,no,40
M03284,2023-05-23,GOOD,5,no,14
M04381,2023-12-09,good,5,n,20
M02946,2022-09-05,Fair,1,NO,92
M04273,2019-04-14, excellent,2,n,
M00133,2020-03-07,Excellent,3,y,36
M00198,2020-11-17,good,3,NO,59
M04728,2019-04-14,poor,4,NO,
M00833,2022-02-17,Fair,2,n,44
M01207,2022-06-20,Good,2,no,22
M04480,2024-11-04,Excellent,4,NO,49
M00212,2020-09-09,Good,5,NO,94
M01761,2023-09-25,GOOD,1,yes,8
M02781,2024-08-05,Fair,5,n,28
M00844,2022-03-26,fair,5,no,83
M04156,2021-11-19,Good,1,No,42
M03011,2021-04-18, excellent,,no,85
M04482,2021-02-10,poor,5,n,33
M01046,2023-02-24,fair,5,y,73
M03888,2021-10-10,Good,5,y,41
M00772,2020-10-13,Excellent,4,n,12
M01418,2022-09-17,good,5,NO,19
M04608,2022-06-01,GOOD,5,No,31
M02672,2023-09-10,Fair,5,n,96
M02992,2023-11-28,Excellent,1,No,91
M01538,2022-06-28,poor,5,No,28
M03184,2024-06-11,Poor ,5,yes,52
M01725,2023-07-22,GOOD,2,YES,8
M02106,2020-09-15,fair,,n,95
M03904,2022-05-25,Good,1,no,29
M04654,2024-08-18,Poor ,2,YES,97
M02242,2022-11-08,Poor ,1,Yes,97
M01285,2023-03-22,good,,yes,84
M02428,2021-01-10,fair,5,YES,23
M02947,2024-09-06,Poor ,1,yes,93
M01229,2023-08-03, excellent,4,YES,64
M03936,2020-05-10,GOOD,4,YES,86
M01334,2023-11-21,Poor ,2,n,91
M04247,2022-11-19,fair,1,yes,31
M01356,2019-12-01,Poor ,4,Yes,78
M01812,2024-08-07,good,3,y,35
M02577,2023-02-09,good,1,no,73
M04373,2023-09-19,good,3,NO,64
M01521,2024-12-12,Poor ,4,no,75
M03506,2020-04-15,poor,4,yes,32
M03956,2019-04-10, excellent,,n,82
M03733,2021-06-01, excellent,4,YES,33
M04610,2024-09-01,good,5,no,36
M00188,2022-09-07,Excellent,0,NO,36
M02563,2020-09-12,poor,1,y,19
M04718,2021-04-03,fair,3,NO,8
M03083,2024-02-09,fair,1,Yes,17
M04230,2019-04-07,Poor ,1,NO,3
M01029,2024-08-02,poor,3,Yes,4
M00174,2022-03-16,good,3,y,44
M01376,2021-06-02, excellent,5,No,
M02817,2020-10-13,good,3,no,65
M01665,2023-05-20, excellent,2,n,73
M03551,2019-02-27, excellent,2,YES,50
M03448,2023-01-03, excellent,3,y,51
M01807,2020-03-10,Poor ,3,Yes,21
M02216,2023-09-13,Fair,3,YES,40
M02754,2021-11-03, excellent,3,YES,22
M04203,2019-04-13,Good,4,n,60
M09450,2024-01-19,poor,4,YES,19
M04444,2023-02-14,Fair,3,yes,83
M03622,2021-04-01,fair,3,y,100
M04288,2020-01-01,fair,5,no,89
M01328,2021-01-06,good,1,No,15
M03379,2022-04-16,Poor ,2,yes,69
M00344,2020-08-07,Poor ,2,NO,83
M00414,2022-07-27,fair,3,YES,24
M00632,2021-12-14,Fair,3,n,91
M01015,2023-07-05,Poor ,3,yes,73
M01589,2021-12-12,poor,,n,8
M03438,2024-09-21,poor,3,yes,65
M00165,2019-02-24,GOOD,5,y,11
M03748,2021-07-01, excellent,4,No,13
M00292,2023-01-16,fair,2,yes,76
M04076,2021-01-15, excellent,4,No,29
M00623,2020-10-17,Excellent,3,YES,68
M03930,2020-12-12,fair,2,No,50
M00602,2024-02-01,good,2,y,69
M02418,2021-10-10,GOOD,3,n,98
M00123,2021-01-18,Good,5,YES,90
M02316,2019-03-28,GOOD,5,n,2
M03046,2020-10-22,good,3,yes,67
M04051,2022-07-14,GOOD,,y,
M02960,2023-06-10, excellent,3,n,76
M01530,2021-04-27, excellent,5,Yes,0
M03532,2021-07-22,fair,4,Yes,40
M03101,2022-09-12,Fair,2,Yes,53
M01090,2024-04-21,Excellent,2,Yes,46
M03573,2021-10-19,Excellent,2,yes,76
M03830,2023-02-09,Excellent,1,No,92
M00879,2023-02-25,poor,0,YES,75
M01389,2022-11-08,Poor ,3,NO,34
M00351,2020-11-12,GOOD,2,NO,
M03060,2023-03-01,GOOD,3,no,78
M00408,2022-10-05,Excellent,1,NO,71
M04071,2022-07-16, excellent,5,no,24
M00734,2022-12-06, excellent,5,n,85
M00396,2023-03-15,fair,5,no,53
M03717,2024-02-20,Good,3,Yes,
M04179,2021-03-23,Excellent,2,y,16
M00954,2023-01-18,Excellent,5,y,5
M04089,2022-03-18,fair,2,NO,12
M04020,2019-03-15,poor,1,No,55
M01614,2022-04-10, excellent,4,NO,88
M00842,2020-06-20,Fair,0,n,45
M03327,2024-04-08,Excellent,5,yes,150
M01491,2023-07-24,Poor ,2,Yes,21
M02391,2020-06-25,fair,1,n,46
M03772,2021-10-22,Good,4,NO,43
M00411,2023-08-13,Excellent,1,no,5
M02523,2019-02-15,Good,2,No,68
M02334,2022-07-17,poor,4,no,90
M01642,2020-12-16,good,4,Yes,6
M03464,2023-06-03,GOOD,4,yes,93
M03851,2020-06-16,good,3,NO,93
M04797,2021-08-21,good,4,y,76
M00643,2024-04-28,GOOD,3,yes,36
M09297,2023-05-15,Fair,1,No,88
M03333,2019-06-25,Poor ,0,y,54
M00444,2022-08-10, excellent,3,NO,91
M02615,2021-08-04,good,4,Yes,30
M03964,2024-01-02, excellent,2,Yes,43
M02139,2021-06-24,Excellent,2,YES,
M00264,2024-09-03,Fair,,yes,150
M04708,2023-04-25,Good,5,YES,97
M01928,2019-11-17,,2,n,45
M03254,2024-05-16,fair,5,y,11
M00019,2022-07-19,fair,3,no,90
M01624,2020-04-23, excellent,3,No,9
M04631,2022-10-22,Good,3,No,38
M01934,2021-05-03,fair,1,y,50
M01754,2020-12-03,Poor ,4,YES,29
M01072,2020-06-16,Fair,5,No,22
M00846,2023-01-26,Poor ,5,y,58
M01216,2020-01-17,,2,no,19
M00073,2020-07-28,Good,2,n,54
M02172,2021-04-08,Poor ,3,y,38
M00392,2022-10-01,Excellent,4,No,68
M02834,2022-06-20,GOOD,4,YES,57
M04643,2022-10-16,,3,no,77
M01159,2022-03-14,poor,3,Yes,29
M01987,2020-03-02,Poor ,4,y,76
M00333,2021-03-06,GOOD,3,YES,53
M03809,2023-09-05,Poor ,5,NO,80
M04207,2020-07-17,poor,,yes,45
M00531,2019-07-07,Poor ,1,No,71
M03260,2023-11-22,fair,1,yes,39
M03378,2020-10-01,good,4,Yes,41
M02000,2022-04-18,poor,4,No,48
M01629,2023-05-17,Good,2,y,59
M00508,2024-08-20,Poor ,3,no,150
M01729,2022-07-21,Good,4,no,68
M01490,2021-04-01,Good,4,y,150
M02239,2024-11-09,poor,2,no,
M03088,2019-06-23,fair,2,yes,5
M02484,2023-01-12,poor,1,y,10
M04387,2024-08-17,good,3,Yes,
M03971,2021-08-18, excellent,1,No,96
M01290,2022-12-25,poor,1,yes,41
M00925,2024-05-14,,4,yes,58
M04347,2021-10-07, excellent,1,n,50
M00574,2024-08-23,good,5,No,
M04498,2022-10-07,Poor ,5,yes,50
M09495,2019-09-15, excellent,5,no,14
M04391,2019-08-27,,4,NO,94
M02729,2023-07-14,good,,YES,83
M02995,2022-12-06,fair,4,y,73
M02440,2022-04-28,poor,5,n,98
M00980,2020-09-23,Fair,1,YES,52
M03608,2022-12-07,GOOD,4,y,8
M02012,2022-02-11, excellent,2,y,24
M02923,2019-05-16,poor,4,Yes,31
M04272,2024-12-21,fair,4,NO,75
M03482,2021-04-27, excellent,4,n,18
M01789,2019-08-13,Good,2,y,59
M02968,2021-01-26,GOOD,,No,7
M02755,2020-08-09,GOOD,3,NO,30
M02568,2020-07-02,GOOD,1,y,
M00853,2019-06-01, excellent,2,no,18
M00858,2022-04-20,fair,5,y,0
M02431,2019-08-23,Fair,1,Yes,94
M04645,2019-10-01,fair,5,y,21
M04286,2021-10-28,Excellent,1,YES,76
M02449,2024-05-15,Poor ,1,YES,74
M01263,2021-03-09,Excellent,5,n,15
M00992,2019-08-02,Poor ,4,No,38
M03943,2022-03-05,Poor ,1,no,89
M02040,2023-07-11,Fair,3,n,27
M00601,2019-08-17,Poor ,1,No,19
M01442,2021-03-12,Good,4,NO,36
M01332,2020-08-11,Good,4,YES,16
M04268,2021-03-17,Poor ,3,YES,78
M09926,2021-07-14,GOOD,5,No,10
M04348,2024-05-21, excellent,1,YES,15
M00390,2020-10-04,GOOD,,NO,55
M09049,2021-08-19,,3,no,
M03568,2020-07-25,fair,2,yes,76
M02570,2019-12-15,fair,4,y,10
M01607,2022-10-08,GOOD,4,Yes,45
M00473,2022-10-02,fair,2,No,80
M00965,2024-03-24, excellent,5,y,41
M03392,2023-02-26,Poor ,1,n,49
M04335,2022-06-12,Good,3,Yes,56
M02885,2024-10-06,poor,1,NO,51
M04321,2024-12-03,GOOD,2,NO,31
M01175,2022-12-25,good,3,NO,61
M00296,2019-09-18,Fair,3,yes,88
M03692,2022-11-14,Good,5,YES,82
M02468,2024-04-25,Poor ,2,Yes,61
M01206,2019-01-22,Good,,n,45
M00039,2019-12-18,,5,no,9
M01069,2019-02-27,poor,1,Yes,26
M01324,2024-11-02,good,2,No,59
M02597,2023-12-23,GOOD,2,No,46
M03123,2024-12-20,Excellent,2,yes,21
M04198,2024-10-20, excellent,4,yes,84
M01235,2021-01-20,Excellent,4,no,7
M04004,2019-03-22,Fair,3,No,150
M01442,2021-03-12,Good,4,NO,36
M01407,2019-04-23,GOOD,1,NO,61
M09836,2024-01-04,Poor ,,n,7
M03223,2022-11-22, excellent,1,n,80
M02631,2024-12-01,fair,1,n,15
M00197,2022-03-01,good,4,NO,54
M04650,2023-05-01,good,1,YES,35
M00234,2024-08-24,poor,3,Yes,76
M04522,2019-08-01, excellent,1,n,53
M02893,2023-05-07,fair,5,NO,41
M00485,2019-11-13,poor,5,y,66
M01352,2020-12-13, excellent,3,yes,49
M01021,2023-05-23,Poor ,5,YES,55
M04483,2023-11-15,fair,2,no,72
M00295,2019-08-18,Fair,3,y,83
M03828,2022-03-10,poor,5,NO,27
M01508,2024-03-07,Poor ,5,YES,54
M02474,2021-09-23,Excellent,3,no,95
M00489,2019-09-24,GOOD,5,Yes,79
M02454,2020-02-01,,,YES,27
M02503,2021-10-03,fair,2,Yes,93
M02955,2020-10-09,Fair,2,y,96
M01193,2023-11-14,GOOD,5,y,21
M01880,2022-06-01,fair,1,no,61
M01640,2021-01-06,Fair,1,NO,5
M02361,2019-10-01, excellent,4,NO,3
M01893,2024-01-24, excellent,1,no,52
M03655,2020-06-15,Excellent,5,no,47
M01562,2020-06-15,Poor ,5,n,23
M04673,2020-02-07,Excellent,5,no,87
M02698,2023-11-25,good,5,NO,37
M00358,2020-09-07,Poor ,2,yes,49
M03555,2019-10-26,good,3,yes,36
M04297,2024-01-13,Good,4,YES,39
M00937,2019-11-24,fair,3,n,86
M01927,2021-10-17,GOOD,1,y,64
M03032,2021-07-06,Fair,2,No,42
M00801,2021-06-15,good,4,YES,150
M04046,2020-02-14,Fair,1,n,29
M00943,2023-04-10,Excellent,2,YES,47
M02969,2021-11-21,fair,4,no,41
M04758,2020-01-06,Good,3,Yes,31
M03917,2023-12-28,Excellent,2,Yes,54
M04414,2022-04-23, excellent,5,y,35
M00126,2023-03-13,good,2,n,47
M03134,2024-12-05,Good,3,no,54
M01983,2021-02-25,Good,2,n,25
M01042,2020-12-16,Poor ,4,YES,66
M00087,2023-04-28,Fair,2,no,26
M02929,2023-02-20,poor,2,no,30
M00805,2024-02-20,Poor ,2,no,150
M02668,2022-10-26,Fair,3,no,37
M03009,2024-09-03,fair,3,y,78
M03740,2022-01-27,Good,5,YES,51
M04276,2019-01-25,good,4,no,73
M01681,2020-02-20,Good,3,y,89
M03810,2019-06-21,Excellent,1,yes,3
M00125,2021-12-21,Good,2,n,38
M04564,2022-07-01, excellent,5,y,2
M01485,2024-11-03,Poor ,2,y,64
M03087,2019-12-24,Poor ,1,no,26
M00750,2021-07-01,good,4,Yes,0
M02614,2021-11-18, excellent,4,yes,48
M02734,2023-10-25, excellent,3,No,84
M00190,2022-12-06,fair,4,y,86
M03160,2023-05-18,Excellent,2,yes,54
M03422,2021-04-20, excellent,1,YES,57
M01033,2022-10-12,Excellent,2,YES,60
M02066,2019-07-21,poor,5,No,150
M02950,2022-11-18,poor,3,YES,44
M03467,2020-06-19,Excellent,3,n,60
M00289,2023-05-02,,3,yes,7
M02884,2024-11-03,fair,,yes,81
M04332,2021-03-22,Good,3,No,9
M03605,2019-09-17,Poor ,4,Yes,80
M00730,2022-02-10,Poor ,5,y,81
M02118,2021-09-07,Excellent,2,yes,75
M02208,2022-08-15,GOOD,1,yes,10
M04261,2021-05-20, excellent,1,n,53
M02087,2023-10-06,good,1,yes,8
M00673,2021-03-27,Fair,1,YES,11
M02414,2021-07-14,GOOD,3,no,18
M00011,2020-04-14,Poor ,1,Yes,28
M03939,2019-05-15,Poor ,2,n,19
M04208,2020-07-02,GOOD,1,NO,83
M03848,2021-02-03, excellent,4,No,54
M01551,2023-12-12,GOOD,2,n,94
M03814,2023-07-08,Fair,5,NO,73
M03686,2021-07-22,Poor ,1,Yes,24
M01709,2021-06-17,Excellent,5,yes,94
M02794,2021-04-23, excellent,2,yes,77
M04002,2024-07-05,poor,5,Yes,24
M01975,2021-05-13,Fair,2,n,37
M01109,2019-08-26,Good,2,no,85
M00028,2022-04-20,Fair,1,n,63
M04593,2019-07-23,Fair,4,NO,8
M01088,2019-08-10,Good,5,y,51
M00939,2020-03-09,good,5,yes,83
M00168,2023-08-02,Excellent,3,Yes,3
M03232,2021-08-10,Excellent,99,yes,61
M04476,2020-09-08, excellent,2,YES,73
M01051,2022-04-26, excellent,1,NO,43
M03907,2020-11-20,good,4,NO,51
M03278,2019-12-15,Good,4,no,30
M00720,2023-11-28,Fair,3,Yes,25
M00859,2021-09-22,good,5,no,59
M04384,2019-02-20,Excellent,1,y,89
M00022,2021-11-17,fair,2,Yes,65
M00565,2023-04-17,,2,no,39
M01932,2020-06-25,good,1,Yes,60
M03950,2023-11-25,Good,5,no,83
M04501,2020-06-18,Excellent,3,no,16
M01840,2019-01-09, excellent,2,NO,
M01369,2020-05-18,GOOD,5,yes,46
M02686,2019-04-13,Fair,5,no,49
M01451,2023-02-11,Poor ,3,n,95
M02576,2024-07-16,poor,1,n,41
M00962,2021-09-03,good,3,yes,77
M02510,2022-09-16, excellent,4,YES,19
M04097,2019-07-24,Fair,5,n,31
M02405,2024-09-16,good,1,n,75
M02780,2023-08-12,GOOD,4,YES,71
M03747,2024-04-25, excellent,1,yes,33
M02285,2021-12-25,Fair,2,no,82
M03825,2019-04-15,Good,5,y,18
M03188,2024-04-19,,2,n,31
M02562,2023-05-19,Fair,,Yes,80
M04169,2021-12-11,fair,2,n,84
M03736,2023-09-05,GOOD,4,y,18
M01673,2021-11-15, excellent,2,NO,68
M01070,2020-05-01,good,2,yes,7
M02621,2019-05-19, excellent,3,no,6
M03591,2019-08-23,good,2,Yes,0
M02333,2022-08-08,Fair,5,no,80
M00270,2022-08-12,fair,5,yes,27
M01385,2020-02-03,Fair,5,y,63
M03045,2019-03-04,fair,5,yes,7
M00448,2020-11-13,Excellent,4,No,59
M03027,2024-02-17,Good,0,yes,13
M02544,2024-12-24,poor,,No,41
M04263,2020-05-12,Good,2,NO,69
M02560,2023-07-04,poor,4,No,86
M03183,2023-12-04, excellent,2,yes,10
M03249,2019-02-15, excellent,3,YES,69
M02785,2019-09-07,poor,4,NO,25
M04655,2024-08-23,good,2,No,75
M01782,2024-03-16,good,1,yes,3
M03676,2021-07-28,GOOD,2,No,14
M04194,2022-05-13,Poor ,4,YES,42
M00637,2019-03-05,GOOD,2,NO,63
M04108,2022-05-10,Fair,3,Yes,87
M09052,2022-06-11, excellent,99,y,76
M04139,2023-03-07,Excellent,5,YES,55
M04548,2024-08-15,good,1,yes,70
M04600,2024-11-12,good,5,NO,60
M02603,2021-10-12,fair,1,no,76
M00158,2020-07-19,fair,3,no,46
M00838,2019-02-02, excellent,4,Yes,66
M03283,2022-12-19,good,3,n,83
M01082,2021-09-11,Good,1,no,93
M03372,2021-11-10,Good,5,yes,22
M00674,2024-10-18,Poor ,3,no,59
M02036,2022-09-27, excellent,1,YES,45
M00460,2024-10-01,Good,3,YES,94
M01881,2023-11-21,GOOD,4,y,76
M00898,2021-08-03,Good,3,YES,95
M01605,2019-02-22, excellent,4,yes,88
M01653,2019-11-15,Fair,5,n,76
M00199,2022-09-01, excellent,2,Yes,50
M04885,2022-02-18,good,2,no,47
M04612,2023-01-11,fair,4,YES,72
M00703,2024-08-27,good,4,Yes,79
M00717,2019-02-14, excellent,5,Yes,95
M04681,2023-10-08,good,1,Yes,60
M00968,2019-11-02,fair,3,YES,40
M02554,2023-03-13,Fair,4,NO,6
M01644,2020-11-06,Excellent,2,No,43
M00776,2024-02-01,fair,1,n,
M00072,2022-08-07,Excellent,2,y,32
M03387,2023-06-02,poor,2,Yes,46
M04053,2024-07-21,poor,2,NO,71
M03299,2023-08-17, excellent,3,n,24
M03209,2019-11-17,good,3,YES,19
M00425,2020-06-28,fair,1,no,24
M04785,2024-05-11,good,3,Yes,17
M02437,2021-05-07, excellent,2,y,78
M00887,2021-12-01,Fair,1,Yes,21
M03498,2020-02-16, excellent,1,YES,76
M00317,2020-04-13,Fair,3,yes,82
M03530,2020-11-13,Excellent,3,NO,35
M02394,2020-10-10,Good,3,yes,7
M01176,2019-04-21,fair,3,NO,5
M02580,2023-03-05,poor,5,y,24
M00298,2023-07-11,Fair,2,NO,150
M02422,2024-04-13,,2,YES,58
M00685,2024-01-17,Fair,1,Yes,12
M03535,2020-05-18,,5,YES,95
M02854,2019-04-25,fair,5,No,60
M01957,2019-09-28,good,1,Yes,46
M00279,2020-06-01,GOOD,5,yes,13
M02409,2022-11-19,Excellent,2,Yes,46
M00745,2020-03-02,Fair,1,no,1
M02823,2019-04-11,poor,4,n,-10
M03374,2024-04-11,poor,4,yes,75
M03224,2022-05-14,poor,5,NO,46
M04090,2021-01-25,,4,Yes,13
M02253,2019-04-17,GOOD,2,no,78
M02109,2020-07-10, excellent,2,No,28
M02038,2020-08-25,good,5,NO,21
M01357,2023-08-08,poor,2,yes,8
M03408,2020-01-20,poor,4,no,31
M03683,2023-03-24,GOOD,2,NO,81
M04018,2021-11-15,GOOD,5,no,84
M01273,2022-11-10,good,2,n,24
M00442,2021-11-26, excellent,3,yes,40
M00342,2019-01-12,good,5,n,15
M04333,2019-06-15,GOOD,2,n,80
M02928,2020-12-01,Fair,2,no,1
M00545,2022-11-25,Good,3,NO,63
M02693,2022-12-20,Good,,NO,79
